"Colaborador","Roles","Sexo.x","PaisOrigen.x","Nacimiento.x","Muerte.x","NombreR","Titulo","Fecha.ISO","Tipo","CantidadPaginas","Traduccion","Traductor"
"Botero, Rafael","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Por los aborigenes","1921-07-16","Prosa No Ficción",0.5,"No",NA
"Vasco Gutiérrez, Eduardo","Creador","M","Colombia","1894","1982","Sábado Revista Semanal","Una carta. A la señorita Amalia Vélez","1921-07-16","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Srta. Amalia Vélez","1921-07-16","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Glosas","1921-07-16","Prosa No Ficción",0.5,"No",NA
"Papini, Giovanni","Creador","M","Italia","1881","1956","Sábado Revista Semanal","Giovanni Papini. El espejo encantado de la vida","1921-07-16","Prosa Ficción",1.5,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-07-16","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","¡Nos falta mucho!","1921-07-16","Prosa No Ficción",0.7,"No",NA
"Baudelaire, Charles","Creador","M","Francia","1821","1867","Sábado Revista Semanal","De Baudelaire","1921-07-16","Poesía",0.5,"Sí","Anónimo"
"Villa López, Francisco","Director","M","Colombia","1889","1978","Sábado Revista Semanal","Los cuentos de ""Sábado"". En el fondo","1921-07-16","Prosa Ficción",1.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Vapor Medellín. Rio Magdalena","1921-07-16","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Cañonera Colombia. Rio Magdalena","1921-07-16","Imagen",0.2,"No",NA
"Villon, François","Creador","M","Francia","1431","1463","Sábado Revista Semanal","Lirica antigua. Balada de las damas del tiempo que fue","1921-07-16","Poesía",0.2,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Crónica de teatro","1921-07-16","Prosa No Ficción",1,"No",NA
"Mejía Ángel, Carlos","Creador","M","Colombia","1892","1979","Sábado Revista Semanal","Del amor y la muerte","1921-07-16","Poesía",0.5,"No",NA
"B. Isaza","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Notas gráficas. D. Enrique Echavarria","1921-07-16","Imagen",0.2,"No",NA
"B. Isaza","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Notas gráficas. Dr. Romualdo Gallego","1921-07-16","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Visitas de ""Sábado"". En el manicomio","1921-07-16","Prosa No Ficción",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Raúl y Blanca Mejía Mejía","1921-07-16","Imagen",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-07-16","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-07-16","Publicidad",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-07-23","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-07-23","Publicidad",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","20 de julio","1921-07-23","Prosa No Ficción",1.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Un retrato de Bolívar","1921-07-23","Imagen",0.2,"No",NA
"Tobón, Lázaro","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Las glorias patrias","1921-07-23","Prosa No Ficción",1.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Antonio José de Sucre","1921-07-23","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Jose María Cordoba","1921-07-23","Imagen",0.2,"No",NA
"Bolívar, Simón","Creador","M","Venezuela","1783","1830","Sábado Revista Semanal","Fragmento del discurso con que el Libertador contestó al gobernador civil, en el acto del día 2 de enero de 1814 en el edificio de San Francisco de Caracas","1921-07-23","Prosa No Ficción",0.5,"No",NA
"Ospina Vásquez, Mariano","Creador","M","Colombia","1869","1941","Sábado Revista Semanal","A la bandera","1921-07-23","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los descendientes. Sra. Doña Ana Blair de Gaviria","1921-07-23","Prosa No Ficción",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Sra. Doña Ana Blair de Gaviria","1921-07-23","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los descendientes. Jose López Henao","1921-07-23","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los descendientes. Ana López Henao","1921-07-23","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los descendientes. Alfonso López Henao","1921-07-23","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Bolívar","1921-07-23","Prosa No Ficción",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Facsímil de una carta del libertador","1921-07-23","Imagen",0.5,"No",NA
"Lorenzana Uribe, Fernán","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La poesía infantil","1921-07-23","Poesía",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Niño Fernán Lorenzana Uribe","1921-07-23","Imagen",0.2,"No",NA
"Restrepo Jaramillo, José Luis","Creador","M","Colombia","1893","1926","Sábado Revista Semanal","Los cuentos de ""Sábado"". De pura cepa","1921-07-23","Prosa Ficción",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín. Plaza que lleva el nombre del Libertador. En el fondo, Kiosko para la Banda Militar, construido por la Sociedad de Mejoras Públicas.","1921-07-23","Imagen",0.2,"No",NA
"Botero, Rafael","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La salud de la patria","1921-07-23","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Atanasio Girardot","1921-07-23","Imagen",0.2,"No",NA
"Ramírez Monsalve, Joaquín Guillermo","Creador","M","Colombia","1889","1945","Sábado Revista Semanal","España en América","1921-07-23","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Antonio Ricaurte","1921-07-23","Imagen",0.2,"No",NA
"Mejía, Cecilia V.","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Para celebrar las fiestas patrias","1921-07-23","Prosa No Ficción",1.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Notas sociales-Matrimonios","1921-07-23","Imagen",0.5,"No",NA
"Mejía Arango, José Félix","Creador","M","Colombia","1894","1978","Sábado Revista Semanal","Del teatro. Gonzalo Gobelay en el Ministerio del Procurador Hallerz.","1921-07-23","Imagen",0.2,"No",NA
"Moreno Vásquez, Ana","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Una exposición. La bola de la felicidad","1921-07-23","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-07-23","Publicidad",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Epifanio Mejía","1921-07-30","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-07-30","Publicidad",1,"No",NA
"Rodríguez Castro, Arturo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Epifanio Mejía","1921-07-30","Prosa No Ficción",0.7,"No",NA
"Mejía Álvarez, Sixto","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Un himno autoctono","1921-07-30","Prosa No Ficción",0.2,"No",NA
"Uribe, Juan de Dios","Creador","M","Colombia","1859","1900","Sábado Revista Semanal","Con el poeta","1921-07-30","Prosa No Ficción",1.2,"No",NA
"Mejía, Epifanio","Creador","M","Colombia","1838","1913","Sábado Revista Semanal","Quiere amanecer","1921-07-30","Poesía",0.2,"No",NA
"Vélez Barrientos, Lucrecio","Creador","M","Colombia","1850","1925","Sábado Revista Semanal","Ella","1921-07-30","Prosa Ficción",0.7,"No",NA
"Jaramillo Medina, Francisco","Creador","M","Colombia","1884","1919","Sábado Revista Semanal","De una conferencia","1921-07-30","Prosa No Ficción",2,"No",NA
"Anónimo","Ilustrador",NA,NA,NA,NA,"Sábado Revista Semanal","Último retrato de Epifanio Mejía, tomado en el manicomio de Medellín, pocos días antes de su muerte","1921-07-30","Imagen",0.5,"No",NA
"Escovar Gaviria, Gonzalo","Creador","M","Colombia","1872","1914","Sábado Revista Semanal","Manicomio de Medellín-Ultima morada del poeta.","1921-07-30","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Una manifestación. Loor al merito al Señor Doctor Jesús Antonio Hoyos","1921-07-30","Prosa No Ficción",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Dr. Jesús Antonio Hoyos","1921-07-30","Imagen",0.2,"No",NA
"Mesa, Rafael","Creador","M","Colombia","","","Sábado Revista Semanal","Medalla de oro","1921-07-30","Imagen",0.2,"No",NA
"Mejía, Epifanio","Creador","M","Colombia","1838","1913","Sábado Revista Semanal","Poesias de Epifanio Mejía","1921-07-30","Poesía",1,"No",NA
"Mejía, Epifanio","Creador","M","Colombia","1838","1913","Sábado Revista Semanal","Poesias de Epifanio Mejía. Las flores de mi selva","1921-07-30","Poesía",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Miedo","1921-07-30","Prosa Ficción",0.5,"No",NA
"Vélez Isaza, Bernardo","Director","M","Colombia","1885","1961","Sábado Revista Semanal","Analisis literario","1921-07-30","Prosa No Ficción",1.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Fabio, Tulia y John Uribe","1921-07-30","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La actualidad. Necrología","1921-07-30","Imagen",0.2,"No",NA
"Lalinde, Manuel A.","Creador","M","Colombia","","1955","Sábado Revista Semanal","La actualidad. Monumento a la bandera","1921-07-30","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La actualidad. Hombres nuevos","1921-07-30","Imagen",0.2,"No",NA
"Lalinde, Manuel A.","Creador","M","Colombia","","1955","Sábado Revista Semanal","La actualidad. Fotografía tomada en el momento en que la Sra. Dña. Sofía Escobar de Toro izaba la bandera el 20 de julio en el Bosque de la Independencia.","1921-07-30","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-07-30","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Del teatro. Escena final del interesante drama ""Sin madre"", del autor colombiano Señor Humberto Soto, representado en el Teatro Bolívar de Medellín, por la compañía Gobelay Fabregas, el 20 de julio.","1921-07-30","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-07-30","Publicidad",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín. Costado sur del Parque de Bolívar","1921-08-06","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-08-06","Publicidad",1,"No",NA
"Vélez Isaza, Bernardo","Director","M","Colombia","1885","1961","Sábado Revista Semanal","Analisis literario","1921-08-06","Prosa No Ficción",1.2,"No",NA
"B. Isaza","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Un estudio","1921-08-06","Prosa No Ficción",2,"No",NA
"Villa, Ángela","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Oriental","1921-08-06","Poesía",0.5,"No",NA
"Escovar Gaviria, Gonzalo","Creador","M","Colombia","1872","1914","Sábado Revista Semanal","Medellín. Parque de Bolívar-Carrera Junín vista desde el interior del parque","1921-08-06","Imagen",0.2,"No",NA
"Villa, Ángela","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Versos de mujeres. Sinfonías","1921-08-06","Poesía",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Angela Villa","1921-08-06","Imagen",0.2,"No",NA
"Vélez Barrientos, Lucrecio","Creador","M","Colombia","1850","1925","Sábado Revista Semanal","El primer carbonato","1921-08-06","Prosa No Ficción",1,"No",NA
"D'Ors, Eugenio","Creador","M","España","1881","1954","Sábado Revista Semanal","El dolor","1921-08-06","Prosa No Ficción",0.2,"Sí","Anónimo"
"Uribe, Diego","Creador","M","Colombia","1867","1921","Sábado Revista Semanal","Por entre las quiebras","1921-08-06","Poesía",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín-Costado occidental de la catedral de Villanueva","1921-08-06","Imagen",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Cronica de teatro. Los espectros","1921-08-06","Prosa No Ficción",1,"No",NA
"Lalinde, Manuel A.","Creador","M","Colombia","","1955","Sábado Revista Semanal","Teatro Bolívar. Gobelay en la escena final de ""Los espectros"" de Ibsen","1921-08-06","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Confetti","1921-08-06","Prosa No Ficción",1.5,"No",NA
"Lalinde, Manuel A.","Creador","M","Colombia","","1955","Sábado Revista Semanal","Flores en la tumba del poeta Epifanio Mejía, el 31 de julio.","1921-08-06","Imagen",0.2,"No",NA
"Byron, George Gordon","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Lirica antigua. Aspiración","1921-08-06","Poesía",0.5,"Sí","Gutiérrez González, Gregorio"
"Puerta G., Bernardo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Junin","1921-08-06","Prosa No Ficción",1.5,"No",NA
"Lalinde, Manuel A.","Creador","M","Colombia","","1955","Sábado Revista Semanal","Medellín-Nueva planta hidro-eléctrica de ""Piedras-Blancas"", inaugurada recientemente. Su capacidad es de 1120 kilowatios.","1921-08-06","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Saul Aguirre Mejía","1921-08-06","Imagen",0.2,"No",NA
"Vélez, Gabriel","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La cita","1921-08-06","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-08-06","Prosa No Ficción",1,"No",NA
"Lalinde, Manuel A.","Creador","M","Colombia","","1955","Sábado Revista Semanal","Esterilizadores y Autoclave instalados recientemente en la Casa de Salud Medellín.","1921-08-06","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-08-06","Publicidad",2,"No",NA
"Cano, Francisco Antonio","Creador","M","Colombia","1865","","Sábado Revista Semanal","""Horizontes""","1921-08-13","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-08-13","Publicidad",1,"No",NA
"Restrepo Laverde, Julio","Creador","M","Colombia","1871","1927","Sábado Revista Semanal","Independencia de Antioquia","1921-08-13","Prosa No Ficción",0.5,"No",NA
"Vélez Isaza, Bernardo","Director","M","Colombia","1885","1961","Sábado Revista Semanal","Analisis literario","1921-08-13","Prosa No Ficción",1,"No",NA
"Márquez Bravo, Tomás","Creador","M","Colombia","1890","1940","Sábado Revista Semanal","La cartera de Andrés","1921-08-13","Poesía",0.2,"No",NA
"Botero Saldarriaga, Roberto","Creador","M","Colombia","1871","1948","Sábado Revista Semanal","El disco fantasma","1921-08-13","Prosa No Ficción",1.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Enrico Caruso. Recientemente fallecido en Nápoles","1921-08-13","Imagen",0.2,"No",NA
"Nervo, Amado","Creador","M","México","1870","1919","Sábado Revista Semanal","Apresurate","1921-08-13","Poesía",0.2,"No",NA
"Mejía Ángel, Carlos","Creador","M","Colombia","1892","1979","Sábado Revista Semanal","Divina","1921-08-13","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","El centenario de Dante","1921-08-13","Prosa No Ficción",0.5,"No",NA
"Caruso, Enrico","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Caruso","1921-08-13","Prosa No Ficción",1.5,"Sí","Anónimo"
"Caruso, Enrico","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Caruso en ""Payasos""","1921-08-13","Imagen",0.2,"No",NA
"Pardo Farelo, Enrique","Creador","M","Colombia","1883","1965","Sábado Revista Semanal","Viñeta del campo","1921-08-13","Poesía",0.2,"No",NA
"Vigny, Alfred de","Creador","M","Francia","1797","1863","Sábado Revista Semanal","De Alfredo de Vigny","1921-08-13","Prosa No Ficción",0.2,"Sí","Anónimo"
"León Gómez, Adolfo","Creador","M","Colombia","1857","1927","Sábado Revista Semanal","El carrousel","1921-08-13","Prosa Ficción",1.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","El Cristo de Limpias. Admirable escultura española del Renacimiento.","1921-08-13","Imagen",0.2,"No",NA
"Carvajal, Mario","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","El alma de la ciudad (Santiago de Cali)","1921-08-13","Prosa No Ficción",1.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Regimiento Ayacucho. Ceremonía de la Jura de Bandera, el 7 de agosto.","1921-08-13","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Regimiento Ayacucho. Un aspecto de la ceremonia.","1921-08-13","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Confetti","1921-08-13","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Anita Arango Alvarez","1921-08-13","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín de ayer. Puente de San Juan sobre el Río Medellín.","1921-08-13","Imagen",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín de ayer. Hermoso arco de la torre oriental del puente.","1921-08-13","Imagen",0.5,"No",NA
"Uribe, Joaquín Antonio","Creador","M","Colombia","1858","1935","Sábado Revista Semanal","Redención","1921-08-13","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Hombres del día. D.H. Gaviria Isaza, nombrado alcalde de la ciudad.","1921-08-13","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-08-13","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-08-13","Publicidad",2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Ricardo Uribe Escobar","1921-08-20","Imagen",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-08-20","Publicidad",3,"No",NA
"Uribe Escobar, Ricardo","Creador","M","Colombia","1892","1968","Sábado Revista Semanal","Fechas patrias","1921-08-20","Prosa No Ficción",0.2,"No",NA
"Uribe Escobar, Ricardo","Creador","M","Colombia","1892","1968","Sábado Revista Semanal","Ideología","1921-08-20","Prosa No Ficción",0.5,"No",NA
"D'Ors, Eugenio","Creador","M","España","1881","1954","Sábado Revista Semanal","Ruben Darío","1921-08-20","Prosa No Ficción",0.5,"Sí","Anónimo"
"Vinyes, Ramón","Creador","M","España","1882","1952","Sábado Revista Semanal","Praga","1921-08-20","Prosa No Ficción",0.5,"Sí","Anónimo"
"Uribe Escobar, Ricardo","Creador","M","Colombia","1892","1968","Sábado Revista Semanal","Capitulo de una novela sin escribir","1921-08-20","Prosa Ficción",0.7,"No",NA
"Jaramillo Meza, Juan Bautista","Creador","M","Colombia","1892","1978","Sábado Revista Semanal","Psiquis","1921-08-20","Poesía",0.5,"No",NA
"Khayyam, Omar","Creador","M","Iran","1048","1131","Sábado Revista Semanal","Los rubayata","1921-08-20","Poesía",1,"Sí","Anónimo"
"G. M. S.","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Omar Khayyam","1921-08-20","Prosa No Ficción",0.2,"No",NA
"Velásquez García, José","Creador","M","Colombia","1873","1950","Sábado Revista Semanal","Romancero infantil","1921-08-20","Poesía",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Niña Elena Cano Nieto Caballero, a quien el poeta llama Vizcondesa de Casa-Cano.","1921-08-20","Imagen",0.2,"No",NA
"Mejía Arango, José Félix","Creador","M","Colombia","1894","1978","Sábado Revista Semanal","Noche serena","1921-08-20","Poesía",0.5,"No",NA
"Uribe Escobar, Ricardo","Creador","M","Colombia","1892","1968","Sábado Revista Semanal","Los cuentos de ""Sábado"". Azulerias","1921-08-20","Prosa Ficción",2.7,"No",NA
"Mejía Mejía, Francisco","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín.-Panorama de la Calle de Bolivia, tomado desde la Catedral de Villa Nueva.","1921-08-20","Imagen",0.2,"No",NA
"Escovar Gaviria, Gonzalo","Creador","M","Colombia","1872","1914","Sábado Revista Semanal","Medellín.-Paseo de la Playa. Riachuelo Santa Elena.","1921-08-20","Imagen",0.2,"No",NA
"Escovar Gaviria, Gonzalo","Creador","M","Colombia","1872","1914","Sábado Revista Semanal","Medellín.-Avenida derecha de La Playa.","1921-08-20","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Confetti","1921-08-20","Prosa No Ficción",1,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Elenita Duperly Cano","1921-08-20","Imagen",0.2,"No",NA
"Wilde, Oscar","Creador","M","Irlanda","1854","1900","Sábado Revista Semanal","Apologo","1921-08-20","Prosa Ficción",0.2,"Sí","Anónimo"
"Vidal, Gonzalo","Creador","M","Colombia","","","Sábado Revista Semanal","Al Santo Cristo de Limpias","1921-08-20","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Gráfico mundial. Campeones de tennis","1921-08-20","Imagen",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","En Jersey City. El gran Match","1921-08-20","Prosa No Ficción",0.7,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-08-20","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Chiquito de Begoña","1921-08-20","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Plaza de Toros de Lima","1921-08-20","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal",NA,"1921-08-20","Publicidad",4,"No",NA
"Albalat, Antoine","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Las condiciones de la crítica literaria","1921-08-27","Prosa No Ficción",1.2,"Sí","Anónimo"
"Benavente, Jacinto","Creador","M","España","1866","1954","Sábado Revista Semanal","La mecedora","1921-08-27","Poesía",0.5,"No",NA
"Carvajal, Mario","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","El mar, la noche y ella...","1921-08-27","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín viejo. Carretera Sur distinguida con el nombre de ""Camellón del medio""","1921-08-27","Imagen",0.2,"No",NA
"Heine, Heinrich","Creador","M","Alemania","1797","1856","Sábado Revista Semanal","Lirica antigua. Vier haben viel eimander gefuhlt","1921-08-27","Poesía",0.2,"Sí","Díez Canedo, Enrique"
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín nuevo","1921-08-27","Imagen",0.5,"No",NA
"Gómez, Carlos E.","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Las flores","1921-08-27","Prosa No Ficción",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín.-Nuevo puente llamado de Don Jorge, sobre el Río Medellín. Un hermoso paisaje del Río","1921-08-27","Imagen",0.2,"No",NA
"Restrepo Moreno, Alfonso","Creador","M","Colombia","1908","","Sábado Revista Semanal","Sección científica","1921-08-27","Prosa No Ficción",0.2,"No",NA
"Mejía Ángel, Carlos","Creador","M","Colombia","1892","1979","Sábado Revista Semanal","El peregrino. Un sueño","1921-08-27","Poesía",0.2,"No",NA
"Restrepo Olarte, Jesús","Creador","M","Colombia","1893","1976","Sábado Revista Semanal","Horas","1921-08-27","Poesía",0.5,"No",NA
"Vélez Isaza, Bernardo","Director","M","Colombia","1885","1961","Sábado Revista Semanal","Los cuentos de ""Sábado"". El loco","1921-08-27","Prosa Ficción",2.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Medellín.-Antigua Quinta de D. Juan Uribe, donde se ha acantonado el Regimiento Tenerife, recientemente llegado de Cartagena.","1921-08-27","Imagen",0.2,"No",NA
"Isaza de Jaramillo Meza, Blanca","Creador","F","Colombia","1898","1967","Sábado Revista Semanal","Versos de mujeres. A mi poeta","1921-08-27","Poesía",0.5,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Blanca Isaza de Jaramillo Meza","1921-08-27","Imagen",0.2,"No",NA
"Mejía Arango, José Félix","Creador","M","Colombia","1894","1978","Sábado Revista Semanal","Apuntes en torno a la psicología del movimiento","1921-08-27","Prosa No Ficción",1,"No",NA
"Botero, Francisco","Creador","M","Colombia","1885","1938","Sábado Revista Semanal","?","1921-08-27","Prosa Ficción",0.7,"No",NA
"Vélez, Eladio","Creador","M","Colombia","1897","1967","Sábado Revista Semanal","El arquitecto belga M. Agustín Goovaerts, quien vino contratado por el Departamento para la elaboración de los planos del Palacio de Gobierno.","1921-08-27","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Confetti","1921-08-27","Prosa No Ficción",0.5,"No",NA
"Hugo, Victor","Creador","M","Francia","1802","1885","Sábado Revista Semanal","La muñeca","1921-08-27","Prosa No Ficción",0.2,"Sí","Anónimo"
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Los niños. Amparo Correa Mejía","1921-08-27","Imagen",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Sutiles","1921-08-27","Poesía",0.2,"No",NA
"Sepulveda, Antonio M.","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","Poema en prosa","1921-08-27","Poesía",0.2,"No",NA
"Anónimo","Creador",NA,NA,NA,NA,"Sábado Revista Semanal","La casa de todos","1921-08-27","Prosa No Ficción",0.5,"No",NA
